left_out_item_id,accuracy_change,G,C,D
sample_114,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_118,0.1512605042016807,0.2394957983193277,0.1479846175758439,0.2184873949579832
sample_119,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_134,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_151,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_163,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_164,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_174,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_177,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_183,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_185,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_19,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_191,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_198,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_2,0.1512605042016807,0.2394957983193277,0.1479846175758439,0.2184873949579832
sample_208,0.1554621848739497,0.2394957983193277,0.14538527275316904,0.21008403361344538
sample_211,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_214,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_215,0.1512605042016807,0.2394957983193277,0.1479846175758439,0.2184873949579832
sample_216,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_222,0.1554621848739497,0.2394957983193277,0.14538527275316904,0.21008403361344538
sample_226,0.1554621848739497,0.2394957983193277,0.14538527275316904,0.21008403361344538
sample_228,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_23,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_235,0.1554621848739497,0.2394957983193277,0.14538527275316904,0.21008403361344538
sample_237,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_239,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_259,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_263,0.1512605042016807,0.2394957983193277,0.1479846175758439,0.2184873949579832
sample_267,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_271,0.1512605042016807,0.2394957983193277,0.1479846175758439,0.2184873949579832
sample_282,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_288,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_297,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_30,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_301,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_303,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_305,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_309,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_313,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_319,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_334,0.1512605042016807,0.2394957983193277,0.1479846175758439,0.2184873949579832
sample_338,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_341,0.1512605042016807,0.2394957983193277,0.1479846175758439,0.2184873949579832
sample_344,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_345,0.1554621848739497,0.2394957983193277,0.14538527275316904,0.21008403361344538
sample_349,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_362,0.1512605042016807,0.2436974789915966,0.15284503631961255,0.2184873949579832
sample_364,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_365,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_372,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_373,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_378,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_379,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_384,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_388,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_389,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_39,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_390,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_408,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_416,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_421,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_424,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_426,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_427,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_433,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_434,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_441,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_444,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_446,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_447,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_450,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_451,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_453,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_46,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_463,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_484,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_49,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_517,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_526,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_55,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_552,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_557,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_561,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_565,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_606,0.1512605042016807,0.2394957983193277,0.1479846175758439,0.2184873949579832
sample_618,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_620,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_622,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_631,0.1470588235294118,0.2394957983193277,0.15183022361486964,0.2184873949579832
sample_642,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_643,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_646,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_647,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_654,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_657,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_678,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
sample_709,0.1428571428571428,0.23529411764705882,0.150156672838627,0.2184873949579832
sample_714,0.1386554621848739,0.23109243697478993,0.1484831220623843,0.21008403361344538
sample_721,0.1470588235294118,0.2394957983193277,0.15058396239851873,0.2184873949579832
