left_out_item_id,accuracy_change,G,C,D
sample_111,0.13636363636363624,0.16666666666666663,0.09137291280148419,0.1414141414141414
sample_112,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_12,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_135,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_159,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_17,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_176,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_179,0.14141414141414144,0.16666666666666663,0.08851267779839206,0.13131313131313133
sample_182,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_19,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_193,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_198,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_218,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_220,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_225,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_230,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_240,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_241,0.13636363636363624,0.16666666666666663,0.09137291280148419,0.1414141414141414
sample_252,0.13131313131313127,0.16919191919191917,0.0974283652855081,0.15151515151515152
sample_259,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_268,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_272,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_275,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_277,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_278,0.14141414141414144,0.16666666666666663,0.08851267779839206,0.13131313131313133
sample_291,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_305,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_313,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_318,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_323,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_325,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_332,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_336,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_34,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_343,0.13131313131313127,0.16919191919191917,0.0974283652855081,0.1414141414141414
sample_351,0.13636363636363624,0.16666666666666663,0.09137291280148419,0.1414141414141414
sample_364,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_370,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_384,0.14141414141414144,0.16666666666666663,0.08851267779839206,0.13131313131313133
sample_389,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_395,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_4,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_420,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_422,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_423,0.13131313131313127,0.16919191919191917,0.0974283652855081,0.1414141414141414
sample_436,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_437,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_438,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_441,0.13636363636363624,0.16666666666666663,0.09137291280148419,0.1414141414141414
sample_489,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_495,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_50,0.13131313131313127,0.16919191919191917,0.0974283652855081,0.15151515151515152
sample_510,0.1262626262626263,0.16666666666666663,0.09771181199752624,0.1414141414141414
sample_513,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_516,0.1262626262626262,0.16161616161616166,0.09327973613687901,0.1414141414141414
sample_525,0.13131313131313127,0.16919191919191917,0.0974283652855081,0.1414141414141414
sample_543,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_557,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_562,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_566,0.13131313131313127,0.16666666666666663,0.09423314780457634,0.1414141414141414
sample_567,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
sample_569,0.13131313131313138,0.16666666666666669,0.09557307771593485,0.1414141414141414
sample_573,0.12121212121212122,0.15656565656565657,0.09098639455782312,0.13131313131313133
